Destination,Travel Date,Airline,Flight Stops,Meals,Per Person Price,Journey_Month,Num_Places_Visited,Package Type_Deluxe,Package Type_Luxury,Package Type_Premium,Package Type_Standard,Start City_New Delhi,Journey_Day_Monday,Journey_Day_Saturday,Journey_Day_Sunday,Journey_Day_Thursday,Journey_Day_Tuesday,Journey_Day_Wednesday,Is_Peak_Season,Trip_Complexity
193,2021-04-06,290,0,4,7351.5,0,1,False,True,False,False,False,False,False,False,False,True,False,0,1
48,2021-05-23,290,1,3,9866.0,8,3,True,False,False,False,True,False,False,True,False,False,False,1,6
541,2021-11-17,1,0,5,11461.0,9,3,False,False,True,False,True,False,False,False,False,False,True,0,3
559,2021-04-11,291,2,3,15483.0,0,2,False,False,False,True,True,False,False,True,False,False,False,0,6
129,2021-02-25,114,0,4,13977.5,3,1,False,True,False,False,True,False,False,False,True,False,False,0,1
182,2021-10-18,94,0,4,21900.5,10,1,False,True,False,False,True,True,False,False,False,False,False,0,1
182,2021-04-17,231,0,5,18062.5,0,1,False,False,True,False,True,False,True,False,False,False,False,0,1
392,2021-07-14,129,1,3,38930.0,5,9,True,False,False,False,True,False,False,False,False,False,True,1,18
425,2021-06-22,290,0,5,22262.0,6,3,False,False,True,False,True,False,False,False,False,True,False,1,3
279,2021-04-15,169,1,3,34137.5,0,2,True,False,False,False,False,False,False,False,True,False,False,0,4
171,2022-02-27,114,0,5,45051.0,3,3,False,False,True,False,True,False,False,True,False,False,False,0,3
91,2021-08-19,231,1,3,16027.5,1,5,True,False,False,False,True,False,False,False,True,False,False,0,10
481,2021-05-25,290,1,3,9555.5,8,1,True,False,False,False,False,False,False,False,False,True,False,1,2
179,2021-12-28,94,1,3,24396.0,2,3,True,False,False,False,True,False,False,False,False,True,False,1,6
304,2021-04-21,290,2,3,7478.5,0,1,False,False,False,True,True,False,False,False,False,False,True,0,3
544,2021-08-13,292,1,3,21779.5,1,5,True,False,False,False,False,False,False,False,False,False,False,0,10
548,2021-03-03,290,1,3,5714.0,7,1,True,False,False,False,True,False,False,False,False,False,True,0,2
234,2021-04-03,290,0,5,8213.5,0,1,False,False,True,False,True,False,True,False,False,False,False,0,1
182,2021-09-08,94,2,3,11668.5,11,1,False,False,False,True,False,False,False,False,False,False,True,0,3
526,2022-01-21,125,1,3,9584.0,4,1,True,False,False,False,True,False,False,False,False,False,False,1,2
542,2021-01-26,290,1,3,4266.0,4,1,True,False,False,False,True,False,False,False,False,True,False,1,2
273,2021-03-12,6,2,3,16800.5,7,3,False,False,False,True,True,False,False,False,False,False,False,0,9
551,2021-05-05,290,0,5,18560.5,8,2,False,False,True,False,True,False,False,False,False,False,True,1,2
299,2021-11-15,138,0,4,37567.0,9,7,False,True,False,False,True,True,False,False,False,False,False,0,7
321,2022-03-04,114,1,3,15913.5,7,2,True,False,False,False,True,False,False,False,False,False,False,0,4
249,2021-02-25,253,2,3,24828.0,3,4,False,False,False,True,True,False,False,False,True,False,False,0,12
314,2021-02-07,114,0,5,13829.0,3,1,False,False,True,False,True,False,False,True,False,False,False,0,1
559,2021-02-13,290,0,4,8311.0,3,2,False,True,False,False,True,False,True,False,False,False,False,0,2
417,2021-02-07,231,1,3,17449.0,3,4,True,False,False,False,True,False,False,True,False,False,False,0,8
321,2021-09-17,94,1,3,9934.0,11,2,True,False,False,False,True,False,False,False,False,False,False,0,4
35,2021-08-07,290,0,5,12251.0,1,1,False,False,True,False,False,False,True,False,False,False,False,0,1
421,2021-10-22,290,0,5,11458.0,10,1,False,False,True,False,True,False,False,False,False,False,False,0,1
334,2021-05-10,247,2,3,14190.0,8,4,False,False,False,True,False,True,False,False,False,False,False,1,12
177,2021-01-28,114,2,3,25590.5,4,4,False,False,False,True,True,False,False,False,True,False,False,1,12
541,2021-08-18,125,1,3,15566.5,1,3,True,False,False,False,True,False,False,False,False,False,True,0,6
488,2021-07-25,290,0,5,37823.5,5,3,False,False,True,False,True,False,False,True,False,False,False,1,3
30,2021-06-16,94,0,4,22276.0,6,2,False,True,False,False,False,False,False,False,False,False,True,1,2
54,2021-02-15,9,2,3,27325.0,3,2,False,False,False,True,True,True,False,False,False,False,False,0,6
534,2021-03-19,247,1,3,14027.5,7,4,True,False,False,False,False,False,False,False,False,False,False,0,8
460,2021-08-15,125,1,3,33378.0,1,3,True,False,False,False,True,False,False,True,False,False,False,0,6
119,2021-08-15,94,1,3,25912.5,1,4,True,False,False,False,True,False,False,True,False,False,False,0,8
513,2021-01-28,6,0,4,40462.0,4,1,False,True,False,False,False,False,False,False,True,False,False,1,1
241,2021-08-26,231,1,3,20028.0,1,2,True,False,False,False,False,False,False,False,True,False,False,0,4
361,2021-04-03,290,1,3,7396.5,0,2,True,False,False,False,True,False,True,False,False,False,False,0,4
14,2021-04-05,128,2,3,8949.5,0,2,False,False,False,True,True,True,False,False,False,False,False,0,6
459,2021-10-02,125,1,3,34641.5,10,4,True,False,False,False,True,False,True,False,False,False,False,0,8
458,2021-04-07,94,0,5,14734.5,0,1,False,False,True,False,False,False,False,False,False,False,True,0,1
26,2021-08-07,29,1,3,22100.5,1,4,True,False,False,False,True,False,True,False,False,False,False,0,8
385,2021-08-20,114,2,2,12848.0,1,2,False,False,False,False,True,False,False,False,False,False,False,0,6
417,2021-09-07,114,2,3,16570.0,11,4,False,False,False,True,False,False,False,False,False,True,False,0,12
15,2021-08-14,114,2,3,11491.5,1,2,False,False,False,True,True,False,True,False,False,False,False,0,6
321,2021-06-24,231,0,5,15302.5,6,2,False,False,True,False,True,False,False,False,True,False,False,1,2
304,2022-01-07,290,0,4,13067.0,4,1,False,True,False,False,True,False,False,False,False,False,False,1,1
417,2021-04-13,290,2,3,12525.0,0,4,False,False,False,True,False,False,False,False,False,True,False,0,12
116,2021-08-14,145,1,3,26565.5,1,3,True,False,False,False,True,False,True,False,False,False,False,0,6
165,2021-06-11,114,1,3,23104.0,6,2,True,False,False,False,True,False,False,False,False,False,False,1,4
391,2021-06-03,125,2,3,19293.5,6,5,False,False,False,True,False,False,False,False,True,False,False,1,15
402,2021-03-26,290,0,5,16717.0,7,3,False,False,True,False,True,False,False,False,False,False,False,0,3
213,2021-09-30,94,2,3,19735.0,11,5,False,False,False,True,False,False,False,False,True,False,False,0,15
394,2021-04-28,129,2,3,24508.0,0,5,False,False,False,True,False,False,False,False,False,False,True,0,15
246,2021-06-10,129,1,3,26258.5,6,3,True,False,False,False,True,False,False,False,True,False,False,1,6
321,2021-09-20,290,1,3,6512.5,11,2,True,False,False,False,False,True,False,False,False,False,False,0,4
211,2021-07-08,290,0,4,65758.0,5,2,False,True,False,False,True,False,False,False,True,False,False,1,2
487,2021-05-05,290,0,4,24151.0,8,2,False,True,False,False,True,False,False,False,False,False,True,1,2
258,2021-03-15,290,1,3,6569.0,7,1,True,False,False,False,False,True,False,False,False,False,False,0,2
49,2021-02-22,74,0,4,22736.0,3,4,False,True,False,False,False,True,False,False,False,False,False,0,4
19,2021-04-06,125,2,3,10828.5,0,3,False,False,False,True,False,False,False,False,False,True,False,0,9
499,2021-09-17,290,0,5,30055.0,11,5,False,False,True,False,True,False,False,False,False,False,False,0,5
289,2021-05-20,229,0,5,69813.0,8,2,False,False,True,False,True,False,False,False,True,False,False,1,2
155,2021-11-04,291,0,4,10376.5,9,2,False,True,False,False,True,False,False,False,True,False,False,0,2
0,2021-06-15,89,0,4,28023.5,6,1,False,True,False,False,True,False,False,False,False,True,False,1,1
343,2021-10-18,114,0,5,23663.0,10,3,False,False,True,False,True,True,False,False,False,False,False,0,3
334,2021-11-15,115,2,3,14190.0,9,4,False,False,False,True,True,True,False,False,False,False,False,0,12
152,2021-07-03,114,0,4,41225.5,5,4,False,True,False,False,True,False,True,False,False,False,False,1,4
429,2021-09-19,290,2,3,6048.5,11,2,False,False,False,True,True,False,False,True,False,False,False,0,6
334,2021-05-02,232,2,3,14485.5,8,4,False,False,False,True,True,False,False,True,False,False,False,1,12
426,2021-10-23,247,0,5,31912.5,10,4,False,False,True,False,False,False,True,False,False,False,False,0,4
246,2021-04-15,129,0,4,31352.5,0,3,False,True,False,False,True,False,False,False,True,False,False,0,3
513,2021-05-13,310,0,5,45733.5,8,1,False,False,True,False,True,False,False,False,True,False,False,1,1
560,2021-03-21,114,0,4,20008.0,7,2,False,True,False,False,True,False,False,True,False,False,False,0,2
415,2021-05-14,94,1,3,33058.0,8,4,True,False,False,False,False,False,False,False,False,False,False,1,8
331,2021-09-27,114,2,3,10133.5,11,2,False,False,False,True,True,True,False,False,False,False,False,0,6
340,2021-09-02,114,0,5,21479.5,11,4,False,False,True,False,True,False,False,False,True,False,False,0,4
563,2021-10-07,290,2,2,5452.5,10,1,False,False,False,False,False,False,False,False,True,False,False,0,3
359,2021-01-31,1,2,3,15452.5,4,3,False,False,False,True,True,False,False,True,False,False,False,1,9
241,2022-03-28,231,1,3,19849.5,7,2,True,False,False,False,True,True,False,False,False,False,False,0,4
188,2021-06-28,114,0,5,31385.0,6,3,False,False,True,False,True,True,False,False,False,False,False,1,3
365,2021-08-05,231,0,5,25896.5,1,3,False,False,True,False,True,False,False,False,True,False,False,0,3
332,2021-10-24,114,1,3,13133.0,10,3,True,False,False,False,True,False,False,True,False,False,False,0,6
479,2021-07-07,94,2,3,19383.0,5,3,False,False,False,True,True,False,False,False,False,False,True,1,9
523,2021-08-15,229,1,3,46878.5,1,2,True,False,False,False,False,False,False,True,False,False,False,0,4
390,2021-05-26,114,1,3,24801.5,8,5,True,False,False,False,True,False,False,False,False,False,True,1,10
343,2021-02-21,231,0,5,14801.5,3,3,False,False,True,False,True,False,False,True,False,False,False,0,3
410,2021-07-01,231,0,5,32460.5,5,4,False,False,True,False,False,False,False,False,True,False,False,1,4
197,2021-03-10,290,2,3,12831.5,7,4,False,False,False,True,False,False,False,False,False,False,True,0,12
279,2021-07-12,65,1,3,32855.0,5,2,True,False,False,False,True,True,False,False,False,False,False,1,4
153,2021-08-18,290,1,3,4039.5,1,1,True,False,False,False,True,False,False,False,False,False,True,0,2
182,2021-10-26,231,1,3,20377.5,10,1,True,False,False,False,True,False,False,False,False,True,False,0,2
182,2021-10-23,231,1,3,12204.0,10,1,True,False,False,False,True,False,True,False,False,False,False,0,2
108,2021-03-31,231,0,5,15640.5,7,1,False,False,True,False,False,False,False,False,False,False,True,0,1
182,2021-10-17,231,1,3,15817.5,10,1,True,False,False,False,True,False,False,True,False,False,False,0,2
176,2021-06-04,125,0,5,34738.0,6,3,False,False,True,False,True,False,False,False,False,False,False,1,3
259,2021-11-06,231,0,5,16170.0,9,2,False,False,True,False,False,False,True,False,False,False,False,0,2
171,2021-03-12,247,2,3,15928.5,7,3,False,False,False,True,True,False,False,False,False,False,False,0,9
339,2021-11-09,1,0,5,20212.0,9,3,False,False,True,False,True,False,False,False,False,True,False,0,3
96,2021-02-26,114,2,3,15754.0,3,5,False,False,False,True,True,False,False,False,False,False,False,0,15
345,2021-06-09,114,1,3,15016.0,6,4,True,False,False,False,True,False,False,False,False,False,True,1,8
292,2021-04-05,310,0,5,21525.5,0,1,False,False,True,False,False,True,False,False,False,False,False,0,1
359,2021-10-22,247,0,5,21614.5,10,3,False,False,True,False,False,False,False,False,False,False,False,0,3
359,2021-06-24,114,0,4,22927.0,6,3,False,True,False,False,False,False,False,False,True,False,False,1,3
560,2021-06-16,291,2,3,18514.0,6,2,False,False,False,True,True,False,False,False,False,False,True,1,6
500,2021-09-14,94,0,5,27268.0,11,3,False,False,True,False,True,False,False,False,False,True,False,0,3
529,2021-06-10,114,1,3,15391.0,6,4,True,False,False,False,True,False,False,False,True,False,False,1,8
332,2021-06-17,114,0,4,15898.0,6,3,False,True,False,False,True,False,False,False,True,False,False,1,3
44,2021-07-19,114,1,3,17092.5,5,2,True,False,False,False,True,True,False,False,False,False,False,1,4
452,2021-08-03,164,0,5,69084.5,1,2,False,False,True,False,False,False,False,False,False,True,False,0,2
359,2021-09-22,231,1,3,17500.5,11,3,True,False,False,False,True,False,False,False,False,False,True,0,6
188,2021-05-30,290,0,4,23326.0,8,3,False,True,False,False,True,False,False,True,False,False,False,1,3
435,2021-04-18,290,1,3,11826.5,0,3,True,False,False,False,True,False,False,True,False,False,False,0,6
31,2021-09-06,94,2,3,13830.0,11,3,False,False,False,True,True,True,False,False,False,False,False,0,9
192,2021-10-09,231,0,4,26169.5,10,3,False,True,False,False,False,False,True,False,False,False,False,0,3
144,2021-06-03,114,1,3,24302.5,6,2,True,False,False,False,False,False,False,False,True,False,False,1,4
456,2021-08-18,290,1,3,7004.5,1,1,True,False,False,False,True,False,False,False,False,False,True,0,2
460,2021-12-20,94,1,3,27163.0,2,3,True,False,False,False,True,True,False,False,False,False,False,1,6
428,2021-02-25,231,1,3,18950.5,3,4,True,False,False,False,False,False,False,False,True,False,False,0,8
134,2021-08-05,290,0,4,17098.5,1,3,False,True,False,False,True,False,False,False,True,False,False,0,3
292,2021-06-24,124,2,3,20695.0,6,1,False,False,False,True,False,False,False,False,True,False,False,1,3
482,2021-04-29,290,1,3,8950.5,0,2,True,False,False,False,False,False,False,False,True,False,False,0,4
182,2021-04-01,114,0,5,18214.5,0,1,False,False,True,False,True,False,False,False,True,False,False,0,1
182,2021-04-17,94,2,3,7681.0,0,1,False,False,False,True,False,False,True,False,False,False,False,0,3
123,2021-11-08,290,1,3,4145.5,9,1,True,False,False,False,True,True,False,False,False,False,False,0,2
332,2021-09-20,94,2,3,10118.5,11,3,False,False,False,True,False,True,False,False,False,False,False,0,9
189,2021-02-16,231,0,5,18064.0,3,2,False,False,True,False,True,False,False,False,False,True,False,0,2
193,2021-10-01,290,2,3,6373.5,10,1,False,False,False,True,False,False,False,False,False,False,False,0,3
386,2021-09-23,94,0,5,11327.0,11,1,False,False,True,False,True,False,False,False,True,False,False,0,1
182,2021-02-24,94,0,5,10442.0,3,1,False,False,True,False,False,False,False,False,False,False,True,0,1
447,2021-10-26,94,1,3,17936.5,10,2,True,False,False,False,True,False,False,False,False,True,False,0,4
144,2021-02-22,125,1,3,23270.0,3,2,True,False,False,False,True,True,False,False,False,False,False,0,4
175,2021-04-24,125,0,5,38667.5,0,4,False,False,True,False,True,False,True,False,False,False,False,0,4
164,2021-11-23,290,2,3,8643.0,9,1,False,False,False,True,True,False,False,False,False,True,False,0,3
183,2021-11-30,231,2,3,4983.0,9,2,False,False,False,True,False,False,False,False,False,True,False,0,6
278,2021-02-13,129,0,5,25804.5,3,1,False,False,True,False,False,False,True,False,False,False,False,0,1
460,2021-10-25,94,0,4,24960.5,10,3,False,True,False,False,True,True,False,False,False,False,False,0,3
268,2021-09-30,290,2,2,5182.5,11,1,False,False,False,False,True,False,False,False,True,False,False,0,3
287,2021-03-07,114,1,3,12384.0,7,1,True,False,False,False,True,False,False,True,False,False,False,0,2
170,2021-04-04,125,0,5,29215.0,0,4,False,False,True,False,False,False,False,True,False,False,False,0,4
186,2021-08-11,114,1,3,16306.5,1,1,True,False,False,False,True,False,False,False,False,False,True,0,2
128,2021-09-05,290,2,3,11406.5,11,3,False,False,False,True,False,False,False,True,False,False,False,0,9
425,2021-11-18,145,1,3,23848.0,9,3,True,False,False,False,True,False,False,False,True,False,False,0,6
151,2021-02-13,94,1,3,24948.0,3,3,True,False,False,False,True,False,True,False,False,False,False,0,6
326,2021-08-04,115,0,4,25883.5,1,4,False,True,False,False,True,False,False,False,False,False,True,0,4
89,2021-04-26,291,1,3,16090.5,0,4,True,False,False,False,True,True,False,False,False,False,False,0,8
459,2021-10-26,310,2,2,21898.0,10,4,False,False,False,False,True,False,False,False,False,True,False,0,12
52,2021-10-05,107,1,3,18888.5,10,1,True,False,False,False,True,False,False,False,False,True,False,0,2
268,2021-10-08,231,2,2,10083.5,10,1,False,False,False,False,True,False,False,False,False,False,False,0,3
144,2021-10-29,114,0,5,30247.0,10,2,False,False,True,False,False,False,False,False,False,False,False,0,2
548,2021-10-30,290,1,3,8539.0,10,1,True,False,False,False,True,False,True,False,False,False,False,0,2
332,2021-07-05,290,0,5,14794.0,5,3,False,False,True,False,False,True,False,False,False,False,False,1,3
357,2021-07-01,94,0,5,18546.0,5,2,False,False,True,False,True,False,False,False,True,False,False,1,2
532,2021-09-02,114,1,3,15868.0,11,4,True,False,False,False,True,False,False,False,True,False,False,0,8
347,2021-03-16,291,0,5,21246.5,7,1,False,False,True,False,True,False,False,False,False,True,False,0,1
116,2021-10-14,33,2,3,17944.0,10,3,False,False,False,True,True,False,False,False,True,False,False,0,9
165,2021-04-17,125,1,3,23814.0,0,2,True,False,False,False,False,False,True,False,False,False,False,0,4
489,2021-07-21,231,0,5,17303.0,5,3,False,False,True,False,False,False,False,False,False,False,True,1,3
217,2021-09-27,105,0,4,20120.0,11,3,False,True,False,False,True,True,False,False,False,False,False,0,3
79,2021-07-23,114,1,3,9184.0,5,1,True,False,False,False,True,False,False,False,False,False,False,1,2
548,2021-09-11,290,2,3,6327.5,11,1,False,False,False,True,True,False,True,False,False,False,False,0,3
529,2021-08-18,114,0,5,24500.0,1,4,False,False,True,False,True,False,False,False,False,False,True,0,4
532,2021-08-31,114,0,4,34722.0,1,4,False,True,False,False,False,False,False,False,False,True,False,0,4
314,2021-09-07,291,0,5,12799.5,11,1,False,False,True,False,True,False,False,False,False,True,False,0,1
557,2021-12-10,290,0,5,11564.0,2,3,False,False,True,False,True,False,False,False,False,False,False,1,3
152,2021-09-18,114,0,4,52420.5,11,4,False,True,False,False,True,False,True,False,False,False,False,0,4
332,2021-03-23,290,0,5,15568.0,7,3,False,False,True,False,True,False,False,False,False,True,False,0,3
182,2021-03-12,94,0,5,13289.0,7,1,False,False,True,False,True,False,False,False,False,False,False,0,1
412,2021-09-10,231,0,4,18938.0,11,3,False,True,False,False,True,False,False,False,False,False,False,0,3
183,2021-10-06,231,1,3,26034.5,10,2,True,False,False,False,True,False,False,False,False,False,True,0,4
421,2021-08-27,1,0,4,7889.5,1,1,False,True,False,False,True,False,False,False,False,False,False,0,1
333,2021-11-11,145,1,3,15149.5,9,4,True,False,False,False,False,False,False,False,True,False,False,0,8
460,2021-03-11,125,1,3,30197.0,7,3,True,False,False,False,True,False,False,False,True,False,False,0,6
367,2021-03-07,290,1,3,8157.0,7,1,True,False,False,False,True,False,False,True,False,False,False,0,2
249,2022-01-08,129,2,3,27792.5,4,4,False,False,False,True,False,False,True,False,False,False,False,1,12
494,2021-05-21,290,1,3,12862.0,8,3,True,False,False,False,False,False,False,False,False,False,False,1,6
457,2021-04-13,231,2,2,14870.0,0,2,False,False,False,False,True,False,False,False,False,True,False,0,6
101,2021-02-25,231,1,3,10779.5,3,3,True,False,False,False,True,False,False,False,True,False,False,0,6
434,2021-08-18,290,2,3,10265.5,1,2,False,False,False,True,False,False,False,False,False,False,True,0,6
262,2021-05-16,290,1,3,17544.5,8,4,True,False,False,False,False,False,False,True,False,False,False,1,8
505,2021-03-25,129,2,3,30574.5,7,5,False,False,False,True,True,False,False,False,True,False,False,0,15
547,2021-04-26,307,1,3,21690.5,0,5,True,False,False,False,False,True,False,False,False,False,False,0,10
256,2021-05-25,247,0,5,22725.0,8,4,False,False,True,False,True,False,False,False,False,True,False,1,4
182,2022-03-19,114,0,5,17851.0,7,1,False,False,True,False,True,False,True,False,False,False,False,0,1
320,2021-04-26,290,0,4,6094.0,0,1,False,True,False,False,True,True,False,False,False,False,False,0,1
494,2021-12-27,147,2,3,24079.5,2,3,False,False,False,True,False,True,False,False,False,False,False,1,9
30,2021-06-30,291,0,4,35920.0,6,2,False,True,False,False,False,False,False,False,False,False,True,1,2
443,2021-12-10,99,1,3,18471.0,2,2,True,False,False,False,True,False,False,False,False,False,False,1,4
130,2021-08-11,290,1,3,7510.0,1,2,True,False,False,False,True,False,False,False,False,False,True,0,4
477,2021-12-13,114,1,3,23109.5,2,2,True,False,False,False,False,True,False,False,False,False,False,1,4
500,2021-12-16,231,1,3,18795.0,2,3,True,False,False,False,False,False,False,False,True,False,False,1,6
296,2022-04-10,33,1,3,12434.0,0,3,True,False,False,False,True,False,False,True,False,False,False,0,6
323,2021-04-21,231,1,3,16189.0,0,3,True,False,False,False,True,False,False,False,False,False,True,0,6
332,2021-04-12,231,0,5,24312.5,0,3,False,False,True,False,False,True,False,False,False,False,False,0,3
182,2022-01-10,94,0,4,19000.0,4,1,False,True,False,False,True,True,False,False,False,False,False,1,1
304,2021-09-14,291,0,4,13984.5,11,1,False,True,False,False,True,False,False,False,False,True,False,0,1
14,2021-03-06,145,0,5,23171.0,7,2,False,False,True,False,True,False,True,False,False,False,False,0,2
481,2021-08-23,290,1,3,8711.0,1,1,True,False,False,False,True,True,False,False,False,False,False,0,2
279,2022-01-04,193,1,3,43708.5,4,2,True,False,False,False,True,False,False,False,False,True,False,1,4
91,2021-04-16,145,0,5,31423.0,0,5,False,False,True,False,True,False,False,False,False,False,False,0,5
233,2021-07-13,125,2,3,15950.0,5,3,False,False,False,True,True,False,False,False,False,True,False,1,9
320,2021-08-19,114,2,3,8155.5,1,1,False,False,False,True,True,False,False,False,True,False,False,0,3
442,2021-10-24,99,2,3,13113.5,10,1,False,False,False,True,True,False,False,True,False,False,False,0,3
182,2021-08-13,94,1,3,9558.5,1,1,True,False,False,False,False,False,False,False,False,False,False,0,2
494,2021-08-15,94,2,3,15940.5,1,3,False,False,False,True,True,False,False,True,False,False,False,0,9
560,2021-08-21,247,0,4,19581.5,1,2,False,True,False,False,True,False,True,False,False,False,False,0,2
301,2021-10-18,231,0,4,21649.5,10,5,False,True,False,False,False,True,False,False,False,False,False,0,5
422,2021-03-10,94,0,4,19585.5,7,2,False,True,False,False,True,False,False,False,False,False,True,0,2
152,2021-04-27,114,1,3,28332.5,0,4,True,False,False,False,True,False,False,False,False,True,False,0,8
508,2021-02-19,129,1,3,31263.0,3,7,True,False,False,False,True,False,False,False,False,False,False,0,14
562,2021-10-18,231,0,4,18847.0,10,2,False,True,False,False,False,True,False,False,False,False,False,0,2
159,2021-09-23,290,1,3,12242.5,11,1,True,False,False,False,True,False,False,False,True,False,False,0,2
169,2021-09-03,114,1,3,23501.5,11,3,True,False,False,False,True,False,False,False,False,False,False,0,6
22,2021-07-10,231,1,3,14455.5,5,3,True,False,False,False,False,False,True,False,False,False,False,1,6
459,2021-09-17,94,1,3,41029.0,11,4,True,False,False,False,True,False,False,False,False,False,False,0,8
493,2021-05-09,231,1,3,20304.0,8,4,True,False,False,False,True,False,False,True,False,False,False,1,8
145,2021-10-25,114,0,4,32976.0,10,3,False,True,False,False,True,True,False,False,False,False,False,0,3
548,2021-09-16,114,0,4,11145.5,11,1,False,True,False,False,False,False,False,False,True,False,False,0,1
320,2021-09-20,114,0,4,14759.5,11,1,False,True,False,False,True,True,False,False,False,False,False,0,1
210,2021-05-06,125,0,4,23196.5,8,3,False,True,False,False,True,False,False,False,True,False,False,1,3
89,2021-06-30,1,2,3,21494.0,6,4,False,False,False,True,False,False,False,False,False,False,True,1,12
182,2021-08-29,94,1,3,10698.5,1,1,True,False,False,False,False,False,False,True,False,False,False,0,2
255,2021-08-14,231,1,3,8613.5,1,2,True,False,False,False,True,False,True,False,False,False,False,0,4
165,2022-02-14,114,1,3,22015.5,3,2,True,False,False,False,False,True,False,False,False,False,False,0,4
563,2021-03-14,290,1,3,11227.0,7,1,True,False,False,False,True,False,False,True,False,False,False,0,2
343,2021-07-30,231,1,3,12637.0,5,3,True,False,False,False,False,False,False,False,False,False,False,1,6
201,2021-06-25,231,2,3,16255.5,6,1,False,False,False,True,True,False,False,False,False,False,False,1,3
417,2021-08-23,291,0,4,37761.5,1,4,False,True,False,False,False,True,False,False,False,False,False,0,4
149,2021-07-23,290,0,5,58608.5,5,3,False,False,True,False,False,False,False,False,False,False,False,1,3
291,2021-09-07,192,2,3,23836.0,11,2,False,False,False,True,True,False,False,False,False,True,False,0,6
65,2021-11-20,290,2,3,7739.0,9,2,False,False,False,True,False,False,True,False,False,False,False,0,6
46,2021-04-13,247,1,3,21062.5,0,4,True,False,False,False,False,False,False,False,False,True,False,0,8
155,2021-08-02,290,1,3,8809.0,1,2,True,False,False,False,True,True,False,False,False,False,False,0,4
182,2021-05-14,290,1,3,8550.5,8,1,True,False,False,False,True,False,False,False,False,False,False,1,2
421,2021-10-06,290,0,5,11137.5,10,1,False,False,True,False,True,False,False,False,False,False,True,0,1
332,2021-11-20,114,0,5,17823.5,9,3,False,False,True,False,False,False,True,False,False,False,False,0,3
143,2021-03-13,125,1,3,16909.0,7,1,True,False,False,False,True,False,True,False,False,False,False,0,2
182,2021-10-17,94,0,4,22439.0,10,1,False,True,False,False,False,False,False,True,False,False,False,0,1
241,2021-04-21,94,2,3,14595.0,0,2,False,False,False,True,True,False,False,False,False,False,True,0,6
444,2021-03-14,258,2,3,22146.5,7,3,False,False,False,True,True,False,False,True,False,False,False,0,9
421,2021-09-09,231,0,4,11998.0,11,1,False,True,False,False,True,False,False,False,True,False,False,0,1
130,2022-02-12,290,1,3,9809.5,3,2,True,False,False,False,False,False,True,False,False,False,False,0,4
489,2021-09-21,290,0,5,18598.0,11,3,False,False,True,False,True,False,False,False,False,True,False,0,3
89,2021-06-19,94,0,5,27040.0,6,4,False,False,True,False,True,False,True,False,False,False,False,1,4
182,2021-08-08,291,0,5,13572.0,1,1,False,False,True,False,True,False,False,True,False,False,False,0,1
343,2021-06-09,114,2,3,33162.5,6,3,False,False,False,True,True,False,False,False,False,False,True,1,9
552,2021-04-08,299,0,4,23804.0,0,3,False,True,False,False,True,False,False,False,True,False,False,0,3
182,2021-11-03,231,0,4,19963.0,9,1,False,True,False,False,True,False,False,False,False,False,True,0,1
329,2021-08-01,247,0,5,18824.5,1,4,False,False,True,False,True,False,False,True,False,False,False,0,4
408,2021-11-09,290,2,3,12778.5,9,4,False,False,False,True,True,False,False,False,False,True,False,0,12
526,2021-05-28,94,1,3,6941.5,8,1,True,False,False,False,True,False,False,False,False,False,False,1,2
194,2021-06-06,291,0,5,21688.0,6,2,False,False,True,False,False,False,False,True,False,False,False,1,2
519,2021-03-22,125,1,3,45860.5,7,3,True,False,False,False,True,True,False,False,False,False,False,0,6
508,2021-06-11,129,2,3,28782.0,6,7,False,False,False,True,True,False,False,False,False,False,False,1,21
361,2021-08-12,290,0,4,8855.5,1,2,False,True,False,False,False,False,False,False,True,False,False,0,2
361,2021-09-04,290,0,5,7261.0,11,2,False,False,True,False,True,False,True,False,False,False,False,0,2
182,2021-04-26,94,0,5,11251.5,0,1,False,False,True,False,True,True,False,False,False,False,False,0,1
548,2021-07-30,291,1,3,12631.0,5,1,True,False,False,False,True,False,False,False,False,False,False,1,2
548,2021-09-27,290,0,4,6156.0,11,1,False,True,False,False,True,True,False,False,False,False,False,0,1
159,2021-08-26,125,1,3,31777.0,1,1,True,False,False,False,True,False,False,False,True,False,False,0,2
164,2021-07-18,231,0,4,29075.0,5,1,False,True,False,False,False,False,False,True,False,False,False,1,1
471,2021-10-17,291,0,5,25141.5,10,2,False,False,True,False,True,False,False,True,False,False,False,0,2
491,2021-11-15,290,0,4,24201.0,9,4,False,True,False,False,False,True,False,False,False,False,False,0,4
182,2021-11-20,94,0,5,12525.5,9,1,False,False,True,False,True,False,True,False,False,False,False,0,1
447,2021-08-11,114,1,3,22205.5,1,2,True,False,False,False,True,False,False,False,False,False,True,0,4
153,2021-07-16,290,0,5,5916.0,5,1,False,False,True,False,True,False,False,False,False,False,False,1,1
182,2021-08-03,290,0,5,7663.0,1,1,False,False,True,False,True,False,False,False,False,True,False,0,1
304,2021-08-20,290,0,4,10323.5,1,1,False,True,False,False,True,False,False,False,False,False,False,0,1
71,2021-08-18,114,2,2,9537.0,1,1,False,False,False,False,True,False,False,False,False,False,True,0,3
174,2021-10-26,231,2,3,32032.5,10,5,False,False,False,True,True,False,False,False,False,True,False,0,15
